Taxonomy,SuperKingdom,Phylum,Class,Order,Family,Genus,Species,b1,b2,b3,b4,b5,b6,b7,c1,c2,c3,c4,c5,c6,c7
Archaea;Candidatus Korarchaeota;UNASSIGNED;UNASSIGNED;UNASSIGNED;Candidatus Korarchaeum;Candidatus Korarchaeum cryptofilum,Archaea,Candidatus Korarchaeota,UNASSIGNED,UNASSIGNED,UNASSIGNED,Candidatus Korarchaeum,Candidatus Korarchaeum cryptofilum,5.04638031938744,2.46056881768261,6.76992956269541,3.50719088528381,4.32839048659757,2.63014885046467,2.27209377866758,4.35802617448792,5.07146496868679,2.97008606249959,2.4531521809593,3.57200117929735,4.88211551090531,4.29809683410235
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Cellulophaga;Cellulophaga algicola,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga algicola,5.78238333542092,3.43652182942329,4.04647285976235,7.76228275710321,7.62831615454886,3.34380410285303,8.03709490468941,3.82747979963474,8.82359221214367,8.89769784751841,6.53848799255387,5.04603733998958,6.57585306488369,9.45449876791076
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Cellulophaga;Cellulophaga baltica,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica,11.0992456065008,11.5560626847261,10.0389244594015,14.6101419351363,12.3213836161626,6.15765959012892,10.751810686862,8.43465085514916,16.3712429992212,16.4084599753189,13.0255760677339,11.412191628986,18.0706970660033,12.7020369194665
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Cellulophaga;Cellulophaga lytica,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga lytica,29.181177538111,23.3631995082004,11.8174269966579,17.2168776851837,13.0732622410036,12.5416725141014,13.8037106467687,14.0940133496278,17.8524356793735,18.7587139487542,17.9906319813575,12.4235646300376,11.5710924817726,14.2250861606241
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Cellulophaga;UNASSIGNED,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,UNASSIGNED,1.82195354393518,0.637576388554337,0.930301019458802,1.66734052454341,1.23692545474823,0.999150382875533,0.298215723992146,1.03648353801303,2.502531714107,1.38433952949667,0.617159527343616,1.2591817978898,0.776045410030182,1.36254865848137
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium antarcticum,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium antarcticum,4.41262147834881,4.19866197912528,5.33789224017465,4.13521650813465,5.62348537688437,1.62232619190705,4.39131943446712,3.58875929608758,5.41212583722552,5.47262696036431,3.25977349081787,3.00329426746404,2.82816951367623,4.38547016489397
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium arthrosphaerae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium arthrosphaerae,6.51236204848095,4.16756813755239,2.63113212686176,2.2708090179003,4.79737417067598,0.365686349154901,5.50321538531284,1.76382626400693,1.47038397990827,3.03580321770001,2.60923988637282,0.980233003807637,0.835243451349239,1.3416109782221
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium balustinum,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium balustinum,3.28120126090511,2.16085302472378,0.709810439447606,0.674923278733891,0.943217888453551,0.322035844531459,0.420945256604305,1.38780928515563,2.53420090648447,0.681319396804678,0.935170755349483,0.138913450694975,0.131522920680042,4.78589025154961
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium bernardetii,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium bernardetii,7.164810621911,5.90802975659791,8.59511519032925,4.8500346817122,4.58046118589343,2.88710587879848,7.76909617276569,1.99353798863248,3.5078905446198,4.20675896739187,4.11908784491294,2.79512241516797,3.57602521090262,3.36512621154029
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium camelliae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium camelliae,7.10922026635979,2.24786764910213,6.89744094151376,5.67452322798599,14.4496478899541,8.46096697559861,12.2203017744767,3.63251169186251,3.76397214282192,12.8047291475519,21.0659687219758,11.3522808709077,25.6437010322472,11.5562820745017
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium carnipullorum,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium carnipullorum,16.9315138818937,7.57973005056225,9.87194363889325,6.98633288312783,5.85546971190195,5.95308461254143,3.19402276607695,3.06421175384395,1.87382911835749,4.004411058152,3.27934237031611,3.53290129276368,2.93624185092433,3.64381840217713
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium carnis,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium carnis,4.78157616600548,3.93540976780889,3.47900135232074,5.94660303158762,9.38361529377289,6.76387783877656,21.7518494312345,5.77124584862046,4.3186148139768,9.98316488948742,9.72357957891812,4.78588460657631,9.12256104396088,10.405001399632
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium gallinarum,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium gallinarum,12.4642315411141,10.6606344678807,9.89913228112235,16.5168293555122,12.9778243295403,12.4281553786566,20.4817259060509,10.3274445628613,12.2990397302293,13.6257823856153,7.42551639808164,11.2277299679452,7.94174237166464,11.8753032339245
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium glaciei,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium glaciei,9.47752811972478,6.94854279988909,10.6682125938414,8.17041799254627,6.36688654349135,5.37547598914323,9.7708537848537,6.97324040269293,5.40865268916034,4.642995622998,7.91852605667367,5.50514422127269,6.68616091683168,7.4862465211003
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium gleum,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium gleum,10.8506313008338,4.045069389879,15.1003003485956,25.4296195382379,16.1234776942314,13.9841494882081,19.5157372496794,8.82750492656695,5.88189600727531,14.5721484744492,27.4997441881019,7.82071811901397,10.9602264380639,12.9832300481134
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium haifense,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium haifense,17.6313072503049,12.2828584641978,27.5718238257373,17.7262494357879,19.610156470852,22.1681660998169,27.6582815130497,23.0295931039792,14.0613879742311,14.9276854966549,23.9172943521118,12.3803649965812,10.4463457030929,12.7465614036507
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium indologenes,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium indologenes,37.4358390946679,29.8007752801894,22.0887552536643,29.8217609812509,32.1044120439426,25.4574402027115,32.4116296655725,32.391771664787,24.0793420273046,27.8565434286669,25.8796495510301,21.0436840133884,17.7207446280975,40.7234573597073
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium indoltheticum,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium indoltheticum,8.67762622956193,6.72341244616825,8.10170465183873,5.87671919186742,9.74362010617561,4.44944325244324,10.1735004630809,8.67848081420947,9.34817860763749,11.0489500814236,6.34163026105454,3.92202043404388,2.52064346606778,6.30290942863969
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium jeonii,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium jeonii,12.2415075272152,3.23399102907627,10.8517788974901,1.99164377346635,2.99114920818227,2.04488487407833,3.32936097813994,1.98656897970769,6.45006770114251,1.68540945602133,2.88642680373923,0.204961651557817,1.68740271698967,2.22744992380484
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium joostei,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium joostei,1.39346865349395,1.1104837071151,0.843947706642344,1.75625345739828,0.7499851483139,1.2313447768137,2.78447825356572,0.732554199086993,1.53509248370678,2.78776486601991,1.69775379172981,2.24369877652725,1.71836444006542,2.64068881654933
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium lactis,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium lactis,9.03510292343657,3.00987744718814,8.05620326692765,2.47128625955089,4.45494971337344,1.27643948777088,2.9053821162695,4.4458444727915,1.97422640466093,2.86745434542997,4.92005154722509,1.99538604578685,1.90773758784123,6.07766628356731
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium nakagawai,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium nakagawai,21.0477687572835,4.62969512836135,11.7357649776218,12.2796268919417,23.8817396568826,25.5618380046346,25.8164040547801,11.2186483235856,7.53568590935513,8.19183683658644,17.9089459613468,15.439899118626,8.69377238299274,16.4062655459565
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium piperi,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium piperi,1.99455589222153,1.61314571703006,1.41098644671442,1.7385307634324,1.66630055275874,1.7480191494866,2.59107671056072,1.66392674626062,0.938119608450199,1.78372878792216,2.6865645303492,0.759075526458758,1.86230926096667,2.80236066368195
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium shandongense,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium shandongense,63.4934763912845,72.7057201577681,68.1055765954583,216.214268264688,81.6675659514262,82.2159319951086,50.0082617496549,45.309806417118,97.8785823032878,146.657263131659,64.0304957623973,79.9833644083296,53.8329961938349,21.5254213286989
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium sp. 17S1E7,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium sp. 17S1E7,6.67498403570468,5.53207211545384,8.85261698508815,14.2456413849468,10.5146221073704,11.0129743889813,6.86589661875683,4.84991414583436,11.3089590652669,5.83833219647977,9.25419157557473,8.29184332537229,11.9373185602304,9.63464763866095
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium sp. 3008163,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium sp. 3008163,15.1833676857156,5.71011237493897,8.63898795549601,4.42013100040489,2.92685596394485,1.57541797136213,7.89100129451344,1.48934502702204,1.54056498874638,2.22972250671514,3.49462400655164,1.42748702556398,2.43443085997836,3.45396918886764
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium sp. 6424,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium sp. 6424,6.97189462238131,3.52438364291989,5.04253652497191,3.11651858043777,1.92569522720081,1.9090368573778,3.11137435293272,2.50366044127399,2.39219374578237,5.82084850781742,2.14568808227607,4.11466444428395,1.84441339473562,2.37630734983252
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium sp. F5649,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium sp. F5649,1.83692654651468,0.889237354050057,2.12596201936619,7.92276779259149,3.15655722352751,4.29008777668712,3.84107987337314,1.44181453335626,3.02708785862252,4.07585143668068,3.12557780010125,2.7112637023878,2.51898047130077,5.91595278682996
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium sp. G0162,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium sp. G0162,0.50388213490527,1.31664900818305,1.27004190054745,1.24270598410811,0.337301344152455,0.727750294334871,2.17824988554737,1.33078233592982,2.08451579924622,2.0879552702224,0.64428587179879,0.788399784021405,0.564915577232993,1.31646278898062
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium sp. G0186,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium sp. G0186,7.50020470596806,4.27046083668054,5.68588733470899,3.70771009465056,2.10647237551991,1.59285092505688,5.84111567716522,3.38646427890025,3.16114338629864,7.04478656822805,3.38287833484232,2.58597043377451,1.63106475522776,3.72487208028219
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium sp. G0201,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium sp. G0201,13.6521662008845,8.30888459974225,13.1251004183212,14.194871096635,43.6178028404182,14.3880264389096,20.0603345330265,7.88376535979225,6.32601007784512,15.4419246326979,11.0620250741307,8.08553104438916,10.5311417420424,19.8181533092598
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium sp. H3001,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium sp. H3001,3.96197020162611,4.34570338888609,5.06639612775651,4.87061262701081,8.55268102488768,6.39147216546744,5.84977607844788,7.85381586651746,5.7751750142738,3.97141546896902,5.34353700728661,5.34904292866893,3.89078074787404,4.93653155014122
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium sp. H6466,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium sp. H6466,0.480452627245751,1.43537861556191,1.72861938213563,0.209768936391171,2.60813675592359,0.635842763305848,2.0440713103262,0.391450874535298,1.6550519670886,2.08461364738293,0.310128053472749,1.10066382879525,0.405555934775067,0.799770236521366
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium sp. IHB B 17019,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium sp. IHB B 17019,38.8473476666173,51.0079006781169,41.3678551626362,29.6652005831688,32.6744089452485,23.7935292632944,26.7952775797446,28.4659149912127,25.0255488023187,25.8447414585138,29.2822345538967,23.6096373419501,18.7673025099272,38.2782627319339
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium sp. NBC122,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium sp. NBC122,21.1957618128665,16.386172473173,18.1490215605015,33.0690680269647,18.2432419471424,13.109078028474,28.3989318620034,21.045405136022,8.8393057707928,15.678077034193,13.2991913088159,18.9271234111915,6.26390242617081,23.6681393153673
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium sp. StRB126,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium sp. StRB126,10.5787047499448,15.5025607481496,9.38315895424667,15.3514244811357,8.96364076290419,6.7766190333775,13.0194603231624,11.8058258111164,6.9202470873928,8.08064413628407,6.38171516893762,9.90016396131796,4.792260081016,12.2176601876841
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium sp. T16E-39,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium sp. T16E-39,4.9090606394254,4.93354630145004,3.2265600019086,3.8723178503574,3.51691824448651,2.07186382266937,7.65202975928276,5.64429405261405,6.81224994712313,11.5812028423971,4.13053748442452,7.17526928008912,7.14135098650266,3.63639344661488
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium taklimakanense,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium taklimakanense,11.2017064503907,4.08845815452629,8.18413143187656,4.84443082539935,4.02077067523882,3.02345579234313,4.27380891396159,2.12872457959551,4.89478448633526,4.48368303340079,5.09623912692722,3.55462511135681,3.014458780249,4.81163021399829
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;UNASSIGNED,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,UNASSIGNED,33.8418182239229,17.8958079115172,21.0171130936999,14.6582592652159,23.5804599467094,11.5304924323259,24.0712033184837,10.4849844262427,16.1358562391479,20.8833421166261,18.1740257510351,17.2141070634853,15.7057555133404,18.9662435920874
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Cloacibacterium;Cloacibacterium normanense,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cloacibacterium,Cloacibacterium normanense,14.9717246684109,1.92123699348669,4.9415898628508,0.952729329512299,0.866896013386729,0.284278425716233,2.0769398362429,1.99950434156459,0.938878333961782,2.2061139931704,0.802418005055152,0.221676685945491,0.113444168696531,1.60144204138524
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Croceibacter;Croceibacter atlanticus,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Croceibacter,Croceibacter atlanticus,2.1320753350563,1.78577713720929,2.73971340756375,3.77457937812384,2.50040193814742,1.34713982886265,4.07666409087421,4.29413898514708,3.08780351275404,2.07467220542169,1.83607818773607,2.11166823462928,1.0479489729,3.20936032919957
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Dokdonia;Dokdonia donghaensis,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,Dokdonia donghaensis,1.0641590031257,4.44904007948909,2.35197020074619,1.07840509489648,1.69611987971105,0.588048047678823,0.400557241727787,0.525758987865287,0.341492700028184,0.376089907350563,1.31242258853302,0.478084584981074,0.653644250129392,0.2416993400463
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Dokdonia;Dokdonia sp. 4H-3-7-5,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,Dokdonia sp. 4H-3-7-5,12.1179067436478,8.33144246775592,5.89640957331243,8.99838710523585,7.17822975527705,10.3859744527118,11.6688362275356,11.3106653174136,8.71142437158314,6.05274751622171,7.29659077154305,4.41873075517271,3.19263189928222,14.1015685499951
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Dokdonia;Dokdonia sp. Dokd-P16,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,Dokdonia sp. Dokd-P16,2.03180515550277,1.38787409184151,2.9127194648102,1.52901187260758,1.4078471598562,1.13721568539219,5.08542132041965,0.478728562878863,0.773114414929951,1.57969599823894,1.07267748413757,0.786793444597147,0.426577449260808,0.3578291279105
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Dokdonia;Dokdonia sp. MED134,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,Dokdonia sp. MED134,0.268260168444227,0.238956684865475,1.29980010385322,0.474377576586515,1.35990557028993,0.479192675984594,1.82780415458149,0.172089550589616,0.496103155778947,0.123100402715002,0,0.115704877423957,0.13386963945941,0.289599118500345
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Dokdonia;UNASSIGNED,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,UNASSIGNED,9.12868071551921,7.8774183988332,7.00035614917632,6.03460284056147,6.45638851865154,5.43329427472834,8.73125014313481,5.93497813741675,12.1366664142978,6.52432564458284,5.3495036191549,11.4862675939989,4.72291973165049,9.6714728691012
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Elizabethkingia;Elizabethkingia anophelis,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Elizabethkingia,Elizabethkingia anophelis,10.333809049923,10.1202559623925,9.92670977737354,9.93814041748865,8.57695254443027,5.36195919625778,13.8958981071238,2.88351823267121,4.52933799050726,10.5091448546474,9.39684006008297,8.92340475203115,7.93936750043267,12.2634726875927
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Elizabethkingia;Elizabethkingia bruuniana,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Elizabethkingia,Elizabethkingia bruuniana,2.322736396925,1.30788845386706,5.15690860294876,3.47739953649626,2.81547782983614,1.78790659240184,2.52431344442384,2.65104213601338,0.758671318555525,0.684349588483502,1.89527901794709,1.74080490713837,1.00530538500007,1.59345670084491
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Elizabethkingia;Elizabethkingia meningoseptica,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Elizabethkingia,Elizabethkingia meningoseptica,60.8213619522619,49.0115420897565,32.67753666365,49.6112955742106,41.1261147102488,55.0244668158119,63.509195970776,79.2387079294299,59.5422445953612,74.5772963936349,55.5181391207753,67.9100836784182,70.3614417836416,43.8929585836778
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Elizabethkingia;Elizabethkingia miricola,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Elizabethkingia,Elizabethkingia miricola,9.65742892353174,2.03765788083444,6.02223619429546,4.32854862375216,4.4642300137868,1.52045785342579,1.48591822776076,0.970899502304262,0.289993028245519,3.44808441042152,3.06917639467959,1.105772746163,1.07210549359432,2.0872659481402
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Elizabethkingia;Elizabethkingia ursingii,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Elizabethkingia,Elizabethkingia ursingii,5.8974530593924,2.8034061086309,3.87113117396755,2.37107473421059,3.08233518874127,1.75622090149083,2.55494656411298,1.31873461639789,0.854584696673391,1.24505120797109,2.55363967940031,1.17138608297097,2.62276675883186,2.21492404629534
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Elizabethkingia;UNASSIGNED,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Elizabethkingia,UNASSIGNED,23.1789421421705,14.1263021964552,25.7886335608023,12.4359036189667,12.8114090232026,5.70905446287772,16.8734808405798,6.46909277304636,8.27317609146195,13.3749529340869,12.7562452352858,10.5197605731983,8.4743342311184,20.3290519810308
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Euzebyella;Euzebyella marina,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Euzebyella,Euzebyella marina,5.34287714502953,3.05436989925191,1.94862018448381,3.6954190972099,3.28138869434935,1.60084981093309,2.81966533514994,2.82612426146606,6.28834703821333,2.70697691132478,1.93670579077914,3.45143036445981,2.5414702206977,3.7720613942047
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flagellimonas;Flagellimonas sp. HME9304,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flagellimonas,Flagellimonas sp. HME9304,16.359448157014,20.9787374754539,7.4702465447016,9.19938750574673,13.6857909460609,8.47003398784119,11.6501306536712,9.09106104200386,4.33249165715858,10.1721630028107,8.95504256738388,5.80895004514687,6.02511890578825,5.79378910878016
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavivirga;Flavivirga eckloniae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavivirga,Flavivirga eckloniae,26.8484450882259,16.3520648201014,25.0966829510177,28.2583823777255,35.3510423505855,36.9716936649658,34.0979120513938,21.6715359544389,18.447127959415,20.8301339996735,30.0142119007071,18.7442356034289,23.7507084589841,25.5468541443394
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium album,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium album,64.2052171977966,46.5338076949738,33.7787427403451,37.4961443810136,48.4412828853571,72.7049742113476,65.518177234912,39.3000827928984,40.4022147595037,41.1728178486163,39.4873498497179,51.3233709547117,26.9672239537074,37.7415346745967
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium anhuiense,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium anhuiense,37.5389481070469,35.3799298038784,25.8437574257837,31.4987667008072,38.1723743153889,55.8510777686602,49.4911981952794,39.8430898952291,31.0786371595326,31.5254525203814,38.5165273818325,39.1726262378379,31.4096302324427,51.0201945480394
